Index,Sentence
5263,"Today , I 'm in a bad mood because it is raining ."
5264,"Reading and writing are most of them , and maybe discussion skills as well ."
5265,"Anyway , I am trying to write something in here as much as possible , at least to keep doing it for a while ."
5266,"Yesterday was humid , but productive ."
5267,My first preparation for the New York trip will be buying a large suitcase .
5268,Fukushima is famous for its hot springs and is n't far from my house .
5269,The springs are open - air and really nice ; perfect for us to relax .
5270,It was the last day of my trip .
5271,There are a large number of victim 's bones and skulls in the memorial tower .
5272,He can speak English fluently and could ( even ) speak Japanese a little .
5273,"Honestly , Cambodia has a corrupted society . ``"
5274,I 'm a Japanese high school student .
5275,I 'm good at making tarts .
5276,My family was in good termsa long time ago .
5277,Mother lives with younger sister .
5278,My father lives with my older brother
5279,maybe they are back on good terms even now .
5280,because I have not meet them recently .
5281,Thank you for reading ! !
5282,"Many years ago in Japan , left - handed people were rare ."
5283,There is a reason for this .
5284,"Many parents thought that lefties would lead inconvenient lives . For example , most tools are made for right - handed people ."
5285,They forced their children to use their right hands .
5286,Since then I have been happily writing and using tools with my left hand .
5287,I 'm 21 years old . ( other way around )
5288,"I like reading poetry , watching football games , and listening to music ."
5289,I hope to make a group of friends from many countries . ( or groups )
5290,I 'm not going to go anywhere . . .
5291,About advice .
5292,Do you follow advice when you ask for it ?
5293,I do n't judge them - everyone knows that it 's easy to give advice to others .
5294,"My friend tells me : `` I need your advice , `` and at that moment I feel the importance and responsibility of the question ."
5295,"But then I let them down , and now they are cross with me ."
5296,HOW ABOUT THIS ? I think about the feelings of my friend and her friend and do my best do be unbiased .
5297,"Well , but I 'm glad that her problems were not as serious as she told me ."
5298,That is my opinion about advice ^ _ ^
5299,Please read the story below .
5300,There was a cat who lived for a million years .
5301,He was a splendid tabby cat .
5302,A million people loved the cat .
5303,When the cat died they cried .
5304,He hated the king .
5305,I like to play softball .
5306,These days I often read Japanese literature because they are in my new electronic dictionary .
5307,"Recently , I could n't study English and I did n't do any writing in English . ( sounds more natural )"
5308,I had a good time . It was a fun wedding .
5309,It was an interesting flavor .
5310,"For example , there were American , Chinese , Korean , Arabian , Hispanic and Japanese people ."
5311,I went to Karaoke with the members .
5312,But I could not choice a song everybody knew and would come alive to .
5313,Go to the dentist
5314,"Today , Jason had an appointment with his dentist ."
5315,"The last time when we went to the clinic , he never stopped crying , so we had to come back home without treatment ."
5316,"After sniffing up an opiate , he became sort of drunken ."
5317,I should have recorded his weird behavior : D
5318,"Same as the former British Prime Minister Margaret Thatcher ( spelling ? ) , so I 'm also an `` Iron Lady `` ! !"
5319,I 've never used American - made acne products so it was difficult to heal my acne .
5320,"I used Proactiv , but it is more expensive than other products ."
5321,Could you recommend some other acne products to me ?
5322,"hi , this is my first diary ."
5323,I joined lang 8 .
5324,so I promise to keep to studying english and to use this community .
5325,Because I want to go Studying abroad .
5326,So I want to get the enough GMAT points .
5327,"However , At first I want to get a good score on the TOEIC test ."
5328,Somebody please teach me English on this site .
5329,I will keep writing Diarys on this .
5330,Why I chose to work as an au pair
5331,"Last year on the 15th of July I came to London with the idea of working as a waitress , a cleaner or something like that , so I rented a room in a shared house in the east of London and started to look for a job ."
5332,"One week later , I still did n't have sheets in my bed because my landlady had n't brought them yet ."
